frame,t,dt_us,accept,u0,v0,c0,u1,v1,c1
1002,133.1035,3074.0,1,,,,,,
1003,133.2373,6909.0,1,,,,,,
1004,133.3635,6916.0,1,,,,,,
1005,133.4874,3070.0,1,,,,,,
1006,133.6127,6917.0,1,,,,,,
1007,133.7394,6917.0,1,,,,,,
1008,133.8638,6915.0,1,,,,,,
1009,133.9864,3067.0,1,,,,,,
1010,134.1178,6918.0,1,,,,,,
1011,134.2439,6918.0,1,,,,,,
1012,134.3708,3065.0,1,,,,,,
1013,134.4962,3067.0,1,,,,,,
1014,134.6252,6921.0,1,,,,,,
1015,134.7512,3064.0,1,,,,,,
1016,134.8683,3062.0,1,,,,,,
1017,134.9902,3064.0,1,,,,,,
1018,135.1150,3061.0,1,,,,,,
1019,135.2447,3059.0,1,,,,,,
1020,135.3705,6927.0,1,,,,,,
1021,135.4952,3057.0,1,,,,,,
1022,135.6222,6926.0,1,,,,,,
1023,135.7467,3057.0,1,,,,,,
